"id" "species" "tot_photo" "nederNaam" "group" "family"
"1539" "Micropterix tunbergella" "0" "bosoermot" "micro" "Micropterigidae"
"1540" "Micrurapteryx kollariella" "0" "bremsteltmot" "micro" "Gracillariidae"
"1541" "Miltochrista miniata" "907" "rozenblaadje" "macro" "Erebidae"
"1542" "Mimas tiliae" "840" "lindepijlstaart" "macro" "Sphingidae"
"1543" "Minoa murinata" "4" "bruin spannertje" "macro" "Geometridae"
"1544" "Minucia lunaris" "86" "grijs weeskind" "macro" "Erebidae"
"1545" "Mirificarma eburnella" "0" "vuurpalpmot" "micro" "Gelechiidae"
"1546" "Mirificarma interrupta" "0" "streephoutmot" "micro" "Gelechiidae"
"1547" "Mirificarma lentiginosella" "0" "witpootpalpmot" "micro" "Gelechiidae"
"1548" "Mirificarma mulinella" "0" "bremkwastje" "micro" "Gelechiidae"
"1549" "Mniotype adusta" "14" "adusta-uil" "macro" "Noctuidae"
"1550" "Mniotype satura" "146" "roestuil" "macro" "Noctuidae"
"1551" "Moitrelia obductella" "0" "honinglichtmot" "micro" "Pyralidae"
"1552" "Moma alpium" "753" "gevlekte groenuil" "macro" "Noctuidae"
"1553" "Mompha bradleyi" "0" "harige wilgenroosjesgalmot" "micro" "Momphidae"
"1554" "Mompha conturbatella" "0" "wilgenroosjesscheutmot" "micro" "Momphidae"
"1555" "Mompha divisella" "0" "basterdwederikgalmot" "micro" "Momphidae"
"1556" "Mompha epilobiella" "0" "gewone wilgenroosjesmot" "micro" "Momphidae"
"1557" "Mompha idaei" "0" "wilgenroosjeswortelmot" "micro" "Momphidae"
"1558" "Mompha jurassicella" "0" "wilgenroosjesboorder" "micro" "Momphidae"
"1559" "Mompha lacteella" "0" "Mompha lacteella" "micro" "Momphidae"
"1560" "Mompha langiella" "0" "zwarte heksenkruidmot" "micro" "Momphidae"
"1561" "Mompha locupletella" "0" "basterdwederikmot" "micro" "Momphidae"
"1562" "Mompha miscella" "0" "zonneroosjesmot" "micro" "Momphidae"
"1563" "Mompha ochraceella" "0" "gele wilgenroosjesmot" "micro" "Momphidae"
"1564" "Mompha propinquella" "0" "bonte wilgenroosjesmot" "micro" "Momphidae"
"1565" "Mompha raschkiella" "0" "tweekleurige wilgenroosjesmot" "micro" "Momphidae"
"1566" "Mompha sturnipennella" "0" "wilgenroosjesgalmot" "micro" "Momphidae"
"1567" "Mompha subbistrigella" "0" "basterdwederikpeulmot" "micro" "Momphidae"
"1568" "Mompha terminella" "0" "kleine heksenkruidmot" "micro" "Momphidae"
"1569" "Monochroa arundinetella" "0" "lichte boegsprietmot" "micro" "Gelechiidae"
"1570" "Monochroa conspersella" "0" "witvlekboegsprietmot" "micro" "Gelechiidae"
"1571" "Monochroa cytisella" "0" "varenboegsprietmot" "micro" "Gelechiidae"
"1572" "Monochroa divisella" "0" "donkere boegsprietmot" "micro" "Gelechiidae"
"1573" "Monochroa elongella" "0" "zandplaatboegsprietmot" "micro" "Gelechiidae"
"1574" "Monochroa ferrea" "0" "zeggeboegsprietmot" "micro" "Gelechiidae"
"1575" "Monochroa hornigi" "0" "duizendknoopboegsprietmot" "micro" "Gelechiidae"
"1576" "Monochroa lucidella" "0" "geelbandboegsprietmot" "micro" "Gelechiidae"
"1577" "Monochroa lutulentella" "0" "spireaboegsprietmot" "micro" "Gelechiidae"
"1578" "Monochroa moyses" "0" "zeeuwse boegsprietmot" "micro" "Gelechiidae"
"1579" "Monochroa palustrellus" "0" "gestreepte boegsprietmot" "micro" "Gelechiidae"
"1580" "Monochroa suffusella" "0" "tweevleksboegsprietmot" "micro" "Gelechiidae"
"1581" "Monochroa tenebrella" "0" "olijfkleurige boegsprietmot" "micro" "Gelechiidae"
"1582" "Monochroa tetragonella" "0" "zwartvlekboegsprietmot" "micro" "Gelechiidae"
"1583" "Monopis crocicapitella" "0" "crème kijkgaatje" "micro" "Tineidae"
"1584" "Monopis fenestratella" "0" "patrijspoortmot" "micro" "Tineidae"
"1585" "Monopis imella" "0" "egaal kijkgaatje" "micro" "Tineidae"
"1586" "Monopis laevigella" "0" "kijkgaatje" "micro" "Tineidae"
"1587" "Monopis monachella" "0" "zustermot" "micro" "Tineidae"
"1588" "Monopis neglecta" "0" "vergeten kijkgaatje" "micro" "Tineidae"
"1589" "Monopis obviella" "0" "geel kijkgaatje" "micro" "Tineidae"
"1590" "Monopis weaverella" "0" "witvlekkijkgaatje" "micro" "Tineidae"
"1591" "Montescardia tessulatellus" "0" "zwamneusje" "micro" "Tineidae"
"1592" "Mormo maura" "793" "zwart weeskind" "macro" "Noctuidae"
"1593" "Morophaga choragella" "0" "elfenbankjesmot" "micro" "Tineidae"
"1594" "Myelois circumvoluta" "0" "distelhermelijntje" "micro" "Pyralidae"
"1595" "Mythimna albipuncta" "915" "witstipgrasuil" "macro" "Noctuidae"
"1596" "Mythimna conigera" "25" "eenstreepgrasuil" "macro" "Noctuidae"
"1597" "Mythimna ferrago" "935" "gekraagde grasuil" "macro" "Noctuidae"
"1598" "Mythimna impura" "950" "stompvleugelgrasuil" "macro" "Noctuidae"
"1599" "Mythimna l-album" "920" "witte-l-uil" "macro" "Noctuidae"
"1600" "Mythimna litoralis" "531" "helmgrasuil" "macro" "Noctuidae"
"1601" "Mythimna pallens" "901" "bleke grasuil" "macro" "Noctuidae"
"1602" "Mythimna pudorina" "239" "grijze grasuil" "macro" "Noctuidae"
"1603" "Mythimna scirpi" "0" "puntlijngrasuil" "macro" "Noctuidae"
"1604" "Mythimna sicula" "2" "wortelstreepgrasuil" "macro" "Noctuidae"
"1605" "Mythimna straminea" "585" "spitsvleugelgrasuil" "macro" "Noctuidae"
"1606" "Mythimna turca" "116" "tweestreepgrasuil" "macro" "Noctuidae"
"1607" "Mythimna unipuncta" "7" "eenstipgrasuil" "macro" "Noctuidae"
"1608" "Mythimna vitellina" "238" "zuidelijke grasuil" "macro" "Noctuidae"
"1609" "Naenia typica" "155" "splinterstreep" "macro" "Noctuidae"
"1610" "Narycia duplicella" "0" "poederzakdrager" "micro" "Psychidae"
"1611" "Nascia cilialis" "0" "moerasduiveltje" "micro" "Crambidae"
"1612" "Nemapogon clematella" "0" "satijnkroeskopje" "micro" "Tineidae"
"1613" "Nemapogon cloacella" "0" "gewoon kroeskopje" "micro" "Tineidae"
"1614" "Nemapogon falstriella" "0" "zwart kroeskopje" "micro" "Tineidae"
"1615" "Nemapogon granella" "0" "gespikkeld kroeskopje" "micro" "Tineidae"
"1616" "Nemapogon inconditella" "0" "licht kroeskopje" "micro" "Tineidae"
"1617" "Nemapogon ruricolella" "0" "okerkleurig kroeskopje" "micro" "Tineidae"
"1618" "Nemapogon variatella" "0" "gehoekt kroeskopje" "micro" "Tineidae"
"1619" "Nemapogon wolffiella" "0" "donker kroeskopje" "micro" "Tineidae"
"1620" "Nematopogon adansoniella" "0" "gevlekte langsprietmot" "micro" "Adelidae"
"1621" "Nematopogon metaxella" "0" "brede langsprietmot" "micro" "Adelidae"
"1622" "Nematopogon pilella" "0" "bosbeslangsprietmot" "micro" "Adelidae"
"1623" "Nematopogon robertella" "0" "naaldboslangsprietmot" "micro" "Adelidae"
"1624" "Nematopogon schwarziellus" "0" "zuidelijke langsprietmot" "micro" "Adelidae"
"1625" "Nematopogon swammerdamella" "0" "bleke langsprietmot" "micro" "Adelidae"
"1626" "Nemaxera betulinella" "0" "oranjebruin kroeskopje" "micro" "Tineidae"
"1627" "Nemophora congruella" "0" "" "micro" "Adelidae"
"1628" "Nemophora cupriacella" "0" "koperkleurige langsprietmot" "micro" "Adelidae"
"1629" "Nemophora degeerella" "0" "geelbandlangsprietmot" "micro" "Adelidae"
"1630" "Nemophora fasciella" "0" "ballotelangsprietmot" "micro" "Adelidae"
"1631" "Nemophora metallica" "0" "gouden langsprietmot" "micro" "Adelidae"
"1632" "Nemophora minimella" "0" "blauwe-knooplangsprietmot" "micro" "Adelidae"
"1633" "Nemophora ochsenheimerella" "0" "geoogde langsprietmot" "micro" "Adelidae"
"1634" "Nemophora violellus" "0" "gentiaanlangsprietmot" "micro" "Adelidae"
"1635" "Neofaculta ericetella" "0" "heidepalpmot" "micro" "Gelechiidae"
"1636" "Neofaculta infernella" "0" "bosbespalpmot" "micro" "Gelechiidae"
"1637" "Neofriseria peliella" "0" "donkere gazonpalpmot" "micro" "Gelechiidae"
"1638" "Neofriseria singula" "0" "lichte gazonpalpmot" "micro" "Gelechiidae"
"1639" "Neosphaleroptera nubilana" "0" "geelkwastbladroller" "micro" "Tortricidae"
"1640" "Nephopterix angustella" "0" "kraagvleugelmot" "micro" "Pyralidae"
"1641" "Niditinea fuscella" "0" "vogelnestmot" "micro" "Tineidae"
"1642" "Niditinea striolella" "0" "smalle vogelnestmot" "micro" "Tineidae"
"1643" "Noctua comes" "912" "volgeling" "macro" "Noctuidae"
"1644" "Noctua fimbriata" "920" "breedbandhuismoeder" "macro" "Noctuidae"
"1645" "Noctua interjecta" "932" "kleine huismoeder" "macro" "Noctuidae"
"1646" "Noctua janthe" "420" "open-breedbandhuismoeder" "macro" "Noctuidae"
"1647" "Noctua janthina" "122" "kleine breedbandhuismoeder" "macro" "Noctuidae"
"1648" "Noctua orbona" "193" "zwartpuntvolgeling" "macro" "Noctuidae"
"1649" "Noctua pronuba" "903" "huismoeder" "macro" "Noctuidae"
"1650" "Nola aerugula" "960" "licht visstaartje" "macro" "Nolidae"
"1651" "Nola confusalis" "517" "vroeg visstaartje" "macro" "Nolidae"
"1652" "Nola cucullatella" "546" "klein visstaartje" "macro" "Nolidae"
"1653" "Nola holsatica" "0" "bremvisstaartje" "macro" "Nolidae"
"1654" "Nomophila noctuella" "0" "luipaardlichtmot" "micro" "Crambidae"
"1655" "Nonagria typhae" "350" "lisdoddeboorder" "macro" "Noctuidae"
"1656" "Nothocasis sertata" "3" "esdoornblokspanner" "macro" "Geometridae"
"1657" "Nothris verbascella" "0" "zwartpootmot" "micro" "Gelechiidae"
"1658" "Notocelia cynosbatella" "0" "hermelijnbladroller" "micro" "Tortricidae"
"1659" "Notocelia incarnatana" "0" "smalle hermelijnbladroller" "micro" "Tortricidae"
"1660" "Notocelia roborana" "0" "scherpe hermelijnbladroller" "micro" "Tortricidae"
"1661" "Notocelia rosaecolana" "0" "rozenhermelijnbladroller" "micro" "Tortricidae"
"1662" "Notocelia trimaculana" "0" "breedgehaakte hermelijnbladroller" "micro" "Tortricidae"
"1663" "Notocelia uddmanniana" "0" "bramenbladroller" "micro" "Tortricidae"
"1664" "Notodonta dromedarius" "964" "dromedaris" "macro" "Notodontidae"
"1665" "Notodonta torva" "0" "geelbruine tandvlinder" "macro" "Notodontidae"
"1666" "Notodonta tritophus" "655" "wilgentandvlinder" "macro" "Notodontidae"
"1667" "Notodonta ziczac" "975" "kameeltje" "macro" "Notodontidae"
"1668" "Nudaria mundana" "0" "bleek beertje" "macro" "Erebidae"
"1669" "Nyctegretis lineana" "0" "zomerduinmot" "micro" "Pyralidae"
"1670" "Nycteola asiatica" "0" "kleine wilgenuil" "macro" "Nolidae"
"1671" "Nycteola degenerana" "0" "fraaie wilgenuil" "macro" "Nolidae"
"1672" "Nycteola revayana" "964" "variabele eikenuil" "macro" "Nolidae"
"1673" "Nycterosea obstipata" "124" "zuidelijke bandspanner" "macro" "Geometridae"
"1674" "Nyctobrya muralis" "822" "groene korstmosuil" "macro" "Noctuidae"
"1675" "Nymphula nitidulata" "0" "egelskopmot" "micro" "Crambidae"
"1676" "Ochropacha duplaris" "741" "tweestip-orvlinder" "macro" "Drepanidae"
"1677" "Ochropleura leucogaster" "0" "sierlijke haarbos" "macro" "Noctuidae"
"1678" "Ochropleura plecta" "918" "haarbos" "macro" "Noctuidae"
"1679" "Ochsenheimeria taurella" "0" "tarwestekelmot" "micro" "Ypsolophidae"
"1680" "Ochsenheimeria vacculella" "0" "lichte stekelmot" "micro" "Ypsolophidae"
"1681" "Ocnerostoma friesei" "0" "wit naaldkwastje" "micro" "Yponomeutidae"
"1682" "Ocnerostoma piniariella" "0" "grijs naaldkwastje" "micro" "Yponomeutidae"
"1683" "Odezia atrata" "0" "rouwspanner" "macro" "Geometridae"
"1684" "Odonestis pruni" "22" "kersenspinner" "macro" "Lasiocampidae"
"1685" "Odontopera bidentata" "312" "getande spanner" "macro" "Geometridae"
"1686" "Odontosia carmelita" "36" "berkentandvlinder" "macro" "Notodontidae"
"1687" "Oecophora bractella" "0" "molmboorder" "micro" "Oecophoridae"
"1688" "Oegoconia caradjai" "0" "zwaveldominomot" "micro" "Autostichidae"
"1689" "Oegoconia deauratella" "0" "witte dominomot" "micro" "Autostichidae"
"1690" "Oegoconia novimundi" "0" "bruinkopdominomot" "micro" "Autostichidae"
"1691" "Oidaematophorus lithodactyla" "0" "pluimpjesvedermot" "micro" "Pterophoridae"
"1692" "Oinophila v-flava" "0" "wijnkeldermot" "micro" "Tineidae"
"1693" "Olethreutes arcuella" "0" "geisha" "micro" "Tortricidae"
"1694" "Oligia fasciuncula" "959" "oranjegeel halmuiltje" "macro" "Noctuidae"
"1695" "Oligia latruncula" "943" "donker halmuiltje" "macro" "Noctuidae"
"1696" "Oligia strigilis" "973" "gelobd halmuiltje" "macro" "Noctuidae"
"1697" "Oligia versicolor" "177" "bont halmuiltje" "macro" "Noctuidae"
"1698" "Olindia schumacherana" "0" "coureurmotje" "micro" "Tortricidae"
"1699" "Oncocera semirubella" "0" "prachtmot" "micro" "Pyralidae"
"1700" "Operophtera brumata" "723" "kleine wintervlinder" "macro" "Geometridae"
"1701" "Operophtera fagata" "134" "berkenwintervlinder" "macro" "Geometridae"
"1702" "Opigena polygona" "0" "veelhoekaarduil" "macro" "Noctuidae"
"1703" "Opisthograptis luteolata" "857" "hagedoornvlinder" "macro" "Geometridae"
"1704" "Opogona omoscopa" "0" "ananasboorder" "micro" "Tineidae"
"1705" "Opogona sacchari" "0" "bananenboorder" "micro" "Tineidae"
"1706" "Opostega salaciella" "0" "witte oogklepmot" "micro" "Opostegidae"
"1707" "Opostega spatulella" "0" "bruine oogklepmot" "micro" "Opostegidae"
"1708" "Orgyia antiqua" "609" "witvlakvlinder" "macro" "Erebidae"
"1709" "Orgyia antiquoides" "15" "heidewitvlakvlinder" "macro" "Erebidae"
"1710" "Orgyia recens" "0" "hoekstipvlinder" "macro" "Erebidae"
"1711" "Orophia sordidella" "0" "krijtlandmot" "micro" "Elachistidae"
"1712" "Ortholepis betulae" "0" "berkenlichtmot" "micro" "Pyralidae"
"1713" "Orthonama vittata" "226" "moeraswalstrospanner" "macro" "Geometridae"
"1714" "Orthosia cerasi" "937" "tweestreepvoorjaarsuil" "macro" "Noctuidae"
"1715" "Orthosia cruda" "912" "kleine voorjaarsuil" "macro" "Noctuidae"
"1716" "Orthosia gothica" "927" "nunvlinder" "macro" "Noctuidae"
"1717" "Orthosia gracilis" "61" "sierlijke voorjaarsuil" "macro" "Noctuidae"
"1718" "Orthosia incerta" "968" "variabele voorjaarsuil" "macro" "Noctuidae"
"1719" "Orthosia miniosa" "302" "eikenvoorjaarsuil" "macro" "Noctuidae"
"1720" "Orthosia opima" "47" "bandvoorjaarsuil" "macro" "Noctuidae"
"1721" "Orthosia populeti" "414" "populierenvoorjaarsuil" "macro" "Noctuidae"
"1722" "Orthotaenia undulana" "0" "woudbladroller" "micro" "Tortricidae"
"1723" "Orthotelia sparganella" "0" "rietstreepmot" "micro" "Glyphipterigidae"
"1724" "Ostrinia nubilalis" "0" "maïsboorder" "micro" "Crambidae"
"1725" "Ostrinia palustralis" "0" "vikingmot" "micro" "Crambidae"
"1726" "Ourapteryx sambucaria" "916" "vliervlinder" "macro" "Geometridae"
"1727" "Oxyptilus chrysodactyla" "0" "havikskruidvedermot" "micro" "Pterophoridae"
"1728" "Oxyptilus parvidactyla" "0" "fraaie muizenoorvedermot" "micro" "Pterophoridae"
"1729" "Oxyptilus pilosellae" "0" "muizenoorvedermot" "micro" "Pterophoridae"
"1730" "Pachetra sagittigera" "337" "gevlekte pijluil" "macro" "Noctuidae"
"1731" "Pachycnemia hippocastanaria" "772" "grijze heispanner" "macro" "Geometridae"
"1732" "Pachythelia villosella" "0" "grote reuzenzakdrager" "micro" "Psychidae"
"1733" "Palpita vitrealis" "0" "satijnlichtmot" "micro" "Crambidae"
"1734" "Pammene agnotana" "0" "meidoorndwergbladroller" "micro" "Tortricidae"
"1735" "Pammene albuginana" "0" "eikendwergbladroller" "micro" "Tortricidae"
"1736" "Pammene argyrana" "0" "fruitdwergbladroller" "micro" "Tortricidae"
"1737" "Pammene aurana" "0" "oranje dwergbladroller" "micro" "Tortricidae"
"1738" "Pammene aurita" "0" "morgenroodbladroller" "micro" "Tortricidae"
"1739" "Pammene fasciana" "0" "gewone dwergbladroller" "micro" "Tortricidae"
"1740" "Pammene gallicana" "0" "pauwdwergbladroller" "micro" "Tortricidae"
"1741" "Pammene gallicolana" "0" "galdwergbladroller" "micro" "Tortricidae"
"1742" "Pammene germmana" "0" "haakjesdwergbladroller" "micro" "Tortricidae"
"1743" "Pammene giganteana" "0" "grote dwergbladroller" "micro" "Tortricidae"
"1744" "Pammene herrichiana" "0" "zwartgrijze dwergbladroller" "micro" "Tortricidae"
"1745" "Pammene ignorata" "0" "lindedwergbladroller" "micro" "Tortricidae"
"1746" "Pammene insulana" "0" "berkengaldwergbladroller" "micro" "Tortricidae"
"1747" "Pammene juniperana" "0" "jeneverbesdwergbladroller" "micro" "Tortricidae"
"1748" "Pammene luedersiana" "0" "gageldwergbladroller" "micro" "Tortricidae"
"1749" "Pammene obscurana" "0" "grijze dwergbladroller" "micro" "Tortricidae"
"1750" "Pammene ochsenheimeriana" "0" "sparrendwergbladroller" "micro" "Tortricidae"
"1751" "Pammene populana" "0" "populierendwergbladroller" "micro" "Tortricidae"
"1752" "Pammene regiana" "0" "maanmot" "micro" "Tortricidae"
"1753" "Pammene rhediella" "0" "luciferbladroller" "micro" "Tortricidae"
"1754" "Pammene spiniana" "0" "sleedoorndwergbladroller" "micro" "Tortricidae"
"1755" "Pammene splendidulana" "0" "prachtdwergbladroller" "micro" "Tortricidae"
"1756" "Pammene trauniana" "0" "donkere maanmot" "micro" "Tortricidae"
"1757" "Pancalia leuwenhoekella" "0" "kleine viooltjesmot" "micro" "Cosmopterigidae"
"1758" "Pancalia nodosella" "0" "duinviooltjesmot" "micro" "Cosmopterigidae"
"1759" "Pancalia schwarzella" "0" "hondsviooltjesmot" "micro" "Cosmopterigidae"
"1760" "Pandemis cerasana" "0" "kersenbladroller" "micro" "Tortricidae"
"1761" "Pandemis cinnamomeana" "0" "witsnuitbladroller" "micro" "Tortricidae"
"1762" "Pandemis corylana" "0" "hazelaarbladroller" "micro" "Tortricidae"
"1763" "Pandemis dumetana" "0" "fijnmazige bladroller" "micro" "Tortricidae"
"1764" "Pandemis heparana" "0" "leverkleurige bladroller" "micro" "Tortricidae"
"1765" "Panemeria tenebrata" "861" "dwerghuismoeder" "macro" "Noctuidae"
"1766" "Panolis flammea" "952" "dennenuil" "macro" "Noctuidae"
"1767" "Panthea coenobita" "868" "schijn-nonvlinder" "macro" "Noctuidae"
"1768" "Papestra biren" "0" "heide-schaaruil" "macro" "Noctuidae"
"1769" "Parachronistis albiceps" "0" "zebramot" "micro" "Gelechiidae"
"1770" "Paracolax tristalis" "499" "gele snuituil" "macro" "Erebidae"
"1771" "Paracorsia repandalis" "0" "honingbandmot" "micro" "Crambidae"
"1772" "Paracrania chrysolepidella" "0" "slanke purpermot" "micro" "Eriocraniidae"
"1773" "Paradarisa consonaria" "98" "vierkantspikkelspanner" "macro" "Geometridae"
"1774" "Paralipsa gularis" "0" "notenmot" "micro" "Pyralidae"
"1775" "Paramesia gnomana" "0" "scherpbandbladroller" "micro" "Tortricidae"
"1776" "Paranthrene tabaniformis" "222" "populierenwespvlinder" "macro" "Sesiidae"
"1777" "Parapoynx stratiotata" "0" "krabbenscheermot" "micro" "Crambidae"
"1778" "Parascotia fuliginaria" "479" "paddenstoeluil" "macro" "Erebidae"
"1779" "Parasemia plantaginis" "1" "weegbreebeer" "macro" "Erebidae"
"1780" "Parastichtis suspecta" "328" "populierenuil" "macro" "Noctuidae"
"1781" "Paraswammerdamia albicapitella" "0" "witkraagduifmot" "micro" "Yponomeutidae"
"1782" "Paraswammerdamia nebulella" "0" "meidoornduifmot" "micro" "Yponomeutidae"
"1783" "Paratalanta hyalinalis" "0" "toortsmot" "micro" "Crambidae"
"1784" "Paratalanta pandalis" "0" "lichte golfbandmot" "micro" "Crambidae"
"1785" "Parectopa ononidis" "0" "stalkruidmineermot" "micro" "Gracillariidae"
"1786" "Parectopa robiniella" "0" "acaciamineermot" "micro" "Gracillariidae"
"1787" "Parectropis similaria" "656" "witvlekspikkelspanner" "macro" "Geometridae"
"1788" "Pareulype berberata" "194" "berberisspanner" "macro" "Geometridae"
"1789" "Parornix anglicella" "0" "meidoornzebramot" "micro" "Gracillariidae"
"1790" "Parornix anguliferella" "0" "peerzebramot" "micro" "Gracillariidae"
"1791" "Parornix betulae" "0" "berkenzebramot" "micro" "Gracillariidae"
"1792" "Parornix carpinella" "0" "haagbeukzebramot" "micro" "Gracillariidae"
"1793" "Parornix devoniella" "0" "gewone zebramot" "micro" "Gracillariidae"
"1794" "Parornix fagivora" "0" "beukenzebramot" "micro" "Gracillariidae"
"1795" "Parornix finitimella" "0" "sleedoornzebramot" "micro" "Gracillariidae"
"1796" "Parornix scoticella" "0" "appelzebramot" "micro" "Gracillariidae"
"1797" "Parornix torquillella" "0" "fraaie zebramot" "micro" "Gracillariidae"
"1798" "Pasiphila chloerata" "201" "sleedoorndwergspanner" "macro" "Geometridae"
"1799" "Pasiphila debiliata" "100" "bosbesdwergspanner" "macro" "Geometridae"
"1800" "Pasiphila rectangulata" "929" "groene dwergspanner" "macro" "Geometridae"
"1801" "Patania ruralis" "0" "parelmoermot" "micro" "Crambidae"
"1802" "Pechipogo plumigeralis" "923" "gepluimde snuituil" "macro" "Erebidae"
"1803" "Pechipogo strigilata" "105" "baardsnuituil" "macro" "Erebidae"
"1804" "Pediasia aridella" "0" "geaderde grasmot" "micro" "Crambidae"
"1805" "Pediasia contaminella" "0" "oranjebruine grasmot" "micro" "Crambidae"
"1806" "Pediasia fascelinella" "0" "grote grasmot" "micro" "Crambidae"
"1807" "Pelochrista caecimaculana" "0" "knoopkruidknoopvlekje" "micro" "Tortricidae"
"1808" "Pelosia muscerda" "977" "muisbeertje" "macro" "Erebidae"
"1809" "Pelosia obtusa" "101" "klein muisbeertje" "macro" "Erebidae"
"1810" "Pelurga comitata" "505" "kajatehoutspanner" "macro" "Geometridae"
